year,month,day,crime,count
2016.0,1.0,22,OTHER ACCIDENT,2
2016.0,1.0,22,PERSONAL INJURY ACCIDENT,4
2016.0,1.0,22,PROPERTY DAMAGE ACCIDENT,11
2016.0,1.0,22,PUBLIC DRUNKENNESS,1
2016.0,1.0,22,REPORT-RELATED,5
2016.0,1.0,22,ROBBERY,1
2016.0,1.0,22,SIMPLE ASSAULT,8
2016.0,1.0,23,AGGRAVATED ASSAULT,5
2016.0,1.0,23,BURGLARY,2
2016.0,1.0,23,CARE FOR SICK,1
2016.0,1.0,23,CITY ORDINANCES,60
2016.0,1.0,23,CRIMES AGAINST THE PUBLIC,8
2016.0,1.0,23,DRIVING LAWS,27
2016.0,1.0,23,FIRE-RELATED,1
2016.0,1.0,23,FOUND PERSON/PROPERTY,2
2016.0,1.0,23,JUDICIAL OFFENSES,3
2016.0,1.0,23,LARCENY,12
2016.0,1.0,23,MISCCRIMES AGAINST PROPERTY,10
2016.0,1.0,23,MISCMANAGEMENT INFO.,5
2016.0,1.0,23,MISSING PERSON/PROPERTY,6
2016.0,1.0,23,MOTOR VEHICLE THEFT,3
2016.0,1.0,23,OTHER ACCIDENT,2
2016.0,1.0,23,PERSONAL INJURY ACCIDENT,1
2016.0,1.0,23,PROPERTY DAMAGE ACCIDENT,8
2016.0,1.0,23,RADIO SIGNAL,1
2016.0,1.0,23,REPORT-RELATED,1
2016.0,1.0,23,ROBBERY,1
2016.0,1.0,23,SHOTS FIRED,1
2016.0,1.0,23,SIMPLE ASSAULT,2
2016.0,1.0,23,SUDDEN DEATH,1
2016.0,1.0,24,AGGRAVATED ASSAULT,1
2016.0,1.0,24,ANIMAL COMPLAINT,2
2016.0,1.0,24,CITY ORDINANCES,5
2016.0,1.0,24,CRIMES AGAINST THE PUBLIC,8
2016.0,1.0,24,DRIVING LAWS,8
2016.0,1.0,24,FIRE-RELATED,1
2016.0,1.0,24,JUDICIAL OFFENSES,1
2016.0,1.0,24,LARCENY,9
2016.0,1.0,24,MISCCRIMES AGAINST PROPERTY,6
2016.0,1.0,24,MISCMANAGEMENT INFO.,2
2016.0,1.0,24,MISSING PERSON/PROPERTY,1
2016.0,1.0,24,NON-INVOLVED ACCIDENT,3
2016.0,1.0,24,PERSONAL INJURY ACCIDENT,2
2016.0,1.0,24,PROPERTY DAMAGE ACCIDENT,7
2016.0,1.0,24,PUBLIC DRUNKENNESS,1
2016.0,1.0,24,RADIO SIGNAL,1
2016.0,1.0,24,REPORT-RELATED,1
2016.0,1.0,24,SHOTS FIRED,2
2016.0,1.0,24,SIMPLE ASSAULT,3
2016.0,1.0,25,AGGRAVATED ASSAULT,2
2016.0,1.0,25,ANIMAL COMPLAINT,4
2016.0,1.0,25,BURGLARY,7
2016.0,1.0,25,CARE FOR SICK,2
2016.0,1.0,25,CRIMES AGAINST THE PUBLIC,10
2016.0,1.0,25,DRIVING LAWS,6
2016.0,1.0,25,FORGERY/COUNTERFEITING,1
2016.0,1.0,25,FOUND PERSON/PROPERTY,1
2016.0,1.0,25,FRAUD/EMBEZZLEMENT/EXTORTION,1
2016.0,1.0,25,JUDICIAL OFFENSES,2
2016.0,1.0,25,LARCENY,3
2016.0,1.0,25,MENTAL CASE,1
2016.0,1.0,25,MISCCRIMES AGAINST PROPERTY,7
2016.0,1.0,25,MISCMANAGEMENT INFO.,9
2016.0,1.0,25,MISCWANTS,1
2016.0,1.0,25,MISSING PERSON/PROPERTY,1
2016.0,1.0,25,MOTOR VEHICLE LAWS,1
2016.0,1.0,25,NON-INVOLVED ACCIDENT,2
2016.0,1.0,25,OTHER ACCIDENT,1
2016.0,1.0,25,PERSONAL INJURY ACCIDENT,4
2016.0,1.0,25,PROPERTY DAMAGE ACCIDENT,17
2016.0,1.0,25,PUBLIC DRUNKENNESS,1
2016.0,1.0,25,RADIO SIGNAL,1
2016.0,1.0,25,REPORT-RELATED,4
2016.0,1.0,25,ROBBERY,1
2016.0,1.0,25,SIMPLE ASSAULT,4
2016.0,1.0,26,AGGRAVATED ASSAULT,1
2016.0,1.0,26,ANIMAL COMPLAINT,4
2016.0,1.0,26,BURGLARY,6
2016.0,1.0,26,CARE FOR SICK,2
2016.0,1.0,26,CITY ORDINANCES,2
2016.0,1.0,26,CRIMES AGAINST THE PUBLIC,12
2016.0,1.0,26,DRIVING LAWS,11
2016.0,1.0,26,FIRE-RELATED,1
2016.0,1.0,26,FOUND PERSON/PROPERTY,9
2016.0,1.0,26,JUDICIAL OFFENSES,3
2016.0,1.0,26,LANDLORD-TENANT,1
2016.0,1.0,26,LARCENY,16
2016.0,1.0,26,MENTAL CASE,1
2016.0,1.0,26,MISCCRIMES AGAINST PROPERTY,8
2016.0,1.0,26,MISCMANAGEMENT INFO.,8
2016.0,1.0,26,MISCWANTS,3
2016.0,1.0,26,MISSING PERSON/PROPERTY,3
2016.0,1.0,26,MOTOR VEHICLE LAWS,3
2016.0,1.0,26,MOTOR VEHICLE THEFT,2
2016.0,1.0,26,NON-INVOLVED ACCIDENT,3
2016.0,1.0,26,OTHER ACCIDENT,1
2016.0,1.0,26,PERSONAL INJURY ACCIDENT,1
2016.0,1.0,26,PROPERTY DAMAGE ACCIDENT,14
2016.0,1.0,26,PUBLIC DRUNKENNESS,3
2016.0,1.0,26,REPORT-RELATED,2
2016.0,1.0,26,ROBBERY,1
2016.0,1.0,26,SIMPLE ASSAULT,5
2016.0,1.0,27,AGGRAVATED ASSAULT,1
2016.0,1.0,27,ANIMAL COMPLAINT,5
2016.0,1.0,27,BURGLARY,3
2016.0,1.0,27,CRIMES AGAINST THE PUBLIC,6
2016.0,1.0,27,DRIVING LAWS,2
2016.0,1.0,27,DRUG OFFENSES,4
2016.0,1.0,27,FOUND PERSON/PROPERTY,6
2016.0,1.0,27,FRAUD/EMBEZZLEMENT/EXTORTION,1
2016.0,1.0,27,JUDICIAL OFFENSES,3
2016.0,1.0,27,LANDLORD-TENANT,1
2016.0,1.0,27,LARCENY,13
2016.0,1.0,27,MISCCRIMES AGAINST PROPERTY,5
2016.0,1.0,27,MISCMANAGEMENT INFO.,8
2016.0,1.0,27,MISCWANTS,9
2016.0,1.0,27,MISSING PERSON/PROPERTY,4
2016.0,1.0,27,MOTOR VEHICLE LAWS,1
2016.0,1.0,27,MOTOR VEHICLE THEFT,3
2016.0,1.0,27,OTHER ACCIDENT,2
2016.0,1.0,27,PERSONAL INJURY ACCIDENT,4
2016.0,1.0,27,PROPERTY DAMAGE ACCIDENT,16
2016.0,1.0,27,PROSTITUTION,4
2016.0,1.0,27,PUBLIC DRUNKENNESS,4
2016.0,1.0,27,RADIO SIGNAL,1
2016.0,1.0,27,REPORT-RELATED,2
2016.0,1.0,27,ROBBERY,2
2016.0,1.0,27,SHOTS FIRED,1
2016.0,1.0,27,SIMPLE ASSAULT,5
2016.0,1.0,28,AGGRAVATED ASSAULT,4
2016.0,1.0,28,ANIMAL COMPLAINT,5
2016.0,1.0,28,BURGLARY,1
2016.0,1.0,28,CARE FOR SICK,1
2016.0,1.0,28,CITY ORDINANCES,1
2016.0,1.0,28,CRIMES AGAINST THE PUBLIC,18
2016.0,1.0,28,DRIVING LAWS,5
2016.0,1.0,28,DRUG OFFENSES,3
2016.0,1.0,28,FOUND PERSON/PROPERTY,6
2016.0,1.0,28,FRAUD/EMBEZZLEMENT/EXTORTION,1
2016.0,1.0,28,JUDICIAL OFFENSES,1
2016.0,1.0,28,LARCENY,11
2016.0,1.0,28,MISCCRIMES AGAINST PROPERTY,7
2016.0,1.0,28,MISCMANAGEMENT INFO.,5
2016.0,1.0,28,MISCWANTS,2
2016.0,1.0,28,MISSING PERSON/PROPERTY,2
2016.0,1.0,28,MOTOR VEHICLE LAWS,4
2016.0,1.0,28,MOTOR VEHICLE THEFT,2
2016.0,1.0,28,NON-INVOLVED ACCIDENT,2
2016.0,1.0,28,OTHER ACCIDENT,1
2016.0,1.0,28,PERSONAL INJURY ACCIDENT,5
2016.0,1.0,28,PROPERTY DAMAGE ACCIDENT,20
2016.0,1.0,28,PUBLIC DRUNKENNESS,1
2016.0,1.0,28,RADIO SIGNAL,2
2016.0,1.0,28,REPORT-RELATED,5
2016.0,1.0,28,ROBBERY,3
2016.0,1.0,28,SHOTS FIRED,2
2016.0,1.0,28,SIMPLE ASSAULT,7
2016.0,1.0,29,AGGRAVATED ASSAULT,2
2016.0,1.0,29,ANIMAL COMPLAINT,7
2016.0,1.0,29,BURGLARY,3
2016.0,1.0,29,CARE FOR SICK,2
2016.0,1.0,29,CITY ORDINANCES,1
2016.0,1.0,29,CRIMES AGAINST THE PUBLIC,8
2016.0,1.0,29,DRIVING LAWS,4
2016.0,1.0,29,DRUG OFFENSES,3
2016.0,1.0,29,DRUNK DRIVING,4
2016.0,1.0,29,FAMILY OFFENSES,1
2016.0,1.0,29,FIRE-RELATED,1
2016.0,1.0,29,FOUND PERSON/PROPERTY,4
2016.0,1.0,29,JUDICIAL OFFENSES,1
2016.0,1.0,29,LARCENY,7
2016.0,1.0,29,MISCCRIMES AGAINST PROPERTY,7
2016.0,1.0,29,MISCMANAGEMENT INFO.,10
2016.0,1.0,29,MISCWANTS,2
2016.0,1.0,29,MISSING PERSON/PROPERTY,3
2016.0,1.0,29,MOTOR VEHICLE THEFT,1
2016.0,1.0,29,NON-INVOLVED ACCIDENT,3
2016.0,1.0,29,OTHER ACCIDENT,3
2016.0,1.0,29,PERSONAL INJURY ACCIDENT,6
2016.0,1.0,29,PROPERTY DAMAGE ACCIDENT,12
2016.0,1.0,29,RADIO SIGNAL,2
2016.0,1.0,29,REPORT-RELATED,2
2016.0,1.0,29,ROBBERY,3
2016.0,1.0,29,SHOTS FIRED,1
2016.0,1.0,29,SIMPLE ASSAULT,4
2016.0,1.0,30,AGGRAVATED ASSAULT,2
2016.0,1.0,30,ANIMAL COMPLAINT,6
2016.0,1.0,30,BURGLARY,8
2016.0,1.0,30,CARE FOR SICK,1
2016.0,1.0,30,CRIMES AGAINST THE PUBLIC,9
2016.0,1.0,30,DRIVING LAWS,8
2016.0,1.0,30,DRUG OFFENSES,1
2016.0,1.0,30,FAMILY OFFENSES,2
2016.0,1.0,30,FIRE-RELATED,1
2016.0,1.0,30,FORGERY/COUNTERFEITING,1
2016.0,1.0,30,FOUND PERSON/PROPERTY,2
2016.0,1.0,30,JUDICIAL OFFENSES,2
2016.0,1.0,30,LANDLORD-TENANT,1
2016.0,1.0,30,LARCENY,12
2016.0,1.0,30,MENTAL CASE,1
2016.0,1.0,30,MISCCRIMES AGAINST PROPERTY,3
2016.0,1.0,30,MISCMANAGEMENT INFO.,4
2016.0,1.0,30,MISCWANTS,3
2016.0,1.0,30,MISSING PERSON/PROPERTY,7
2016.0,1.0,30,MOTOR VEHICLE LAWS,2
2016.0,1.0,30,MOTOR VEHICLE THEFT,1
2016.0,1.0,30,NON-INVOLVED ACCIDENT,2
2016.0,1.0,30,PROPERTY DAMAGE ACCIDENT,12
2016.0,1.0,30,PUBLIC DRUNKENNESS,1
2016.0,1.0,30,RADIO SIGNAL,1
2016.0,1.0,30,REPORT-RELATED,1
2016.0,1.0,30,ROBBERY,2
2016.0,1.0,30,SHOTS FIRED,1
2016.0,1.0,30,SIMPLE ASSAULT,7
2016.0,1.0,31,ANIMAL COMPLAINT,1
2016.0,1.0,31,CARE FOR SICK,1
2016.0,1.0,31,CRIMES AGAINST THE PUBLIC,6
2016.0,1.0,31,DRUG OFFENSES,1
2016.0,1.0,31,FOUND PERSON/PROPERTY,2
2016.0,1.0,31,FRAUD/EMBEZZLEMENT/EXTORTION,1
2016.0,1.0,31,JUDICIAL OFFENSES,2
2016.0,1.0,31,LARCENY,11
2016.0,1.0,31,MENTAL CASE,1
2016.0,1.0,31,MISCCRIMES AGAINST PROPERTY,4
2016.0,1.0,31,MISCMANAGEMENT INFO.,2
2016.0,1.0,31,MISCWANTS,1
2016.0,1.0,31,MISSING PERSON/PROPERTY,3
2016.0,1.0,31,MOTOR VEHICLE LAWS,1
2016.0,1.0,31,MOTOR VEHICLE THEFT,3
2016.0,1.0,31,PERSONAL INJURY ACCIDENT,5
2016.0,1.0,31,PROPERTY DAMAGE ACCIDENT,12
2016.0,1.0,31,RADIO SIGNAL,1
2016.0,1.0,31,ROBBERY,1
2016.0,1.0,31,SHOTS FIRED,5
2016.0,1.0,31,SIMPLE ASSAULT,7
2016.0,1.0,31,SUDDEN DEATH,1
2016.0,1.0,31,WEAPONS OFFENSES,1
2016.0,2.0,1,AGGRAVATED ASSAULT,4
2016.0,2.0,1,ANIMAL COMPLAINT,6
2016.0,2.0,1,BURGLARY,2
2016.0,2.0,1,CRIMES AGAINST THE PUBLIC,4
2016.0,2.0,1,DRIVING LAWS,6
2016.0,2.0,1,DRUG OFFENSES,4
2016.0,2.0,1,FORGERY/COUNTERFEITING,1
2016.0,2.0,1,FOUND PERSON/PROPERTY,11
2016.0,2.0,1,FRAUD/EMBEZZLEMENT/EXTORTION,2
2016.0,2.0,1,JUDICIAL OFFENSES,3
2016.0,2.0,1,LANDLORD-TENANT,2
2016.0,2.0,1,LARCENY,10
2016.0,2.0,1,MENTAL CASE,2
2016.0,2.0,1,MISCCRIMES AGAINST PROPERTY,6
2016.0,2.0,1,MISCMANAGEMENT INFO.,9
2016.0,2.0,1,MISCWANTS,4
2016.0,2.0,1,MISSING PERSON/PROPERTY,3
2016.0,2.0,1,MOTOR VEHICLE LAWS,4
2016.0,2.0,1,MOTOR VEHICLE THEFT,2
2016.0,2.0,1,NON-INVOLVED ACCIDENT,1
2016.0,2.0,1,PERSONAL INJURY ACCIDENT,4
2016.0,2.0,1,PROPERTY DAMAGE ACCIDENT,14
2016.0,2.0,1,PUBLIC DRUNKENNESS,3
2016.0,2.0,1,REPORT-RELATED,1
2016.0,2.0,1,ROBBERY,2
2016.0,2.0,1,SHOTS FIRED,1
2016.0,2.0,1,SIMPLE ASSAULT,4
2016.0,2.0,1,SUDDEN DEATH,1
2016.0,2.0,1,WEAPONS OFFENSES,1
2016.0,2.0,2,AGGRAVATED ASSAULT,1
2016.0,2.0,2,ANIMAL COMPLAINT,7
2016.0,2.0,2,BURGLARY,2
2016.0,2.0,2,CARE FOR SICK,1
2016.0,2.0,2,CRIMES AGAINST THE PUBLIC,11
2016.0,2.0,2,DRIVING LAWS,6
2016.0,2.0,2,DRUG OFFENSES,3
2016.0,2.0,2,FOUND PERSON/PROPERTY,9
2016.0,2.0,2,JUDICIAL OFFENSES,2
2016.0,2.0,2,LARCENY,6
2016.0,2.0,2,MENTAL CASE,2
2016.0,2.0,2,MISCCRIMES AGAINST PROPERTY,6
2016.0,2.0,2,MISCMANAGEMENT INFO.,9
2016.0,2.0,2,MISCWANTS,3
2016.0,2.0,2,MOTOR VEHICLE THEFT,1
2016.0,2.0,2,NON-INVOLVED ACCIDENT,2
2016.0,2.0,2,PERSONAL INJURY ACCIDENT,7
2016.0,2.0,2,PROPERTY DAMAGE ACCIDENT,17
2016.0,2.0,2,PUBLIC DRUNKENNESS,3
2016.0,2.0,2,RADIO SIGNAL,1
2016.0,2.0,2,ROBBERY,1
2016.0,2.0,2,SHOTS FIRED,2
2016.0,2.0,2,SIMPLE ASSAULT,10
2016.0,2.0,2,SUDDEN DEATH,1
2016.0,2.0,3,ANIMAL COMPLAINT,5
2016.0,2.0,3,BURGLARY,1
2016.0,2.0,3,CARE FOR SICK,1
2016.0,2.0,3,CRIMES AGAINST THE PUBLIC,7
2016.0,2.0,3,DRIVING LAWS,2
2016.0,2.0,3,DRUG OFFENSES,1
2016.0,2.0,3,FIRE-RELATED,1
2016.0,2.0,3,FOUND PERSON/PROPERTY,2
2016.0,2.0,3,LARCENY,9
2016.0,2.0,3,MENTAL CASE,1
2016.0,2.0,3,MISCCRIMES AGAINST PROPERTY,8
2016.0,2.0,3,MISCMANAGEMENT INFO.,6
2016.0,2.0,3,MISSING PERSON/PROPERTY,4
2016.0,2.0,3,MOTOR VEHICLE LAWS,2
2016.0,2.0,3,MOTOR VEHICLE THEFT,2
2016.0,2.0,3,NON-INVOLVED ACCIDENT,1
2016.0,2.0,3,PERSONAL INJURY ACCIDENT,5
2016.0,2.0,3,PROPERTY DAMAGE ACCIDENT,14
2016.0,2.0,3,PUBLIC DRUNKENNESS,2
2016.0,2.0,3,RADIO SIGNAL,2
2016.0,2.0,3,REPORT-RELATED,1
2016.0,2.0,3,SHOTS FIRED,1
2016.0,2.0,3,SIMPLE ASSAULT,3
2016.0,2.0,3,WEAPONS OFFENSES,2
2016.0,2.0,4,AGGRAVATED ASSAULT,1
2016.0,2.0,4,ANIMAL COMPLAINT,11
2016.0,2.0,4,BURGLARY,4
2016.0,2.0,4,CITY ORDINANCES,1
2016.0,2.0,4,CRIMES AGAINST THE PUBLIC,5
2016.0,2.0,4,DRIVING LAWS,3
2016.0,2.0,4,DRUG OFFENSES,7
2016.0,2.0,4,DRUNK DRIVING,2
2016.0,2.0,4,FIRE-RELATED,2
2016.0,2.0,4,FOUND PERSON/PROPERTY,4
2016.0,2.0,4,FRAUD/EMBEZZLEMENT/EXTORTION,1
2016.0,2.0,4,LARCENY,11
2016.0,2.0,4,MENTAL CASE,4
2016.0,2.0,4,MISCCRIMES AGAINST PROPERTY,7
2016.0,2.0,4,MISCMANAGEMENT INFO.,5
2016.0,2.0,4,MISCWANTS,9
2016.0,2.0,4,MISSING PERSON/PROPERTY,3
2016.0,2.0,4,MOTOR VEHICLE THEFT,1
2016.0,2.0,4,NON-INVOLVED ACCIDENT,1
2016.0,2.0,4,PERSONAL INJURY ACCIDENT,2
2016.0,2.0,4,PROPERTY DAMAGE ACCIDENT,17
2016.0,2.0,4,PUBLIC DRUNKENNESS,1
2016.0,2.0,4,REPORT-RELATED,3
2016.0,2.0,4,ROBBERY,1
2016.0,2.0,4,SHOTS FIRED,1
2016.0,2.0,4,SIMPLE ASSAULT,2
2016.0,2.0,5,AGGRAVATED ASSAULT,3
2016.0,2.0,5,ANIMAL COMPLAINT,1
2016.0,2.0,5,BURGLARY,3
2016.0,2.0,5,CITY ORDINANCES,48
2016.0,2.0,5,CRIMES AGAINST THE PUBLIC,5
2016.0,2.0,5,DRIVING LAWS,9
2016.0,2.0,5,FORGERY/COUNTERFEITING,1
2016.0,2.0,5,FOUND PERSON/PROPERTY,2
2016.0,2.0,5,LARCENY,8
2016.0,2.0,5,MENTAL CASE,1
2016.0,2.0,5,MISCCRIMES AGAINST PROPERTY,6
2016.0,2.0,5,MISCMANAGEMENT INFO.,4
2016.0,2.0,5,MISCWANTS,1
2016.0,2.0,5,MISSING PERSON/PROPERTY,8
2016.0,2.0,5,MOTOR VEHICLE LAWS,4
2016.0,2.0,5,MOTOR VEHICLE THEFT,2
2016.0,2.0,5,NON-INVOLVED ACCIDENT,6
2016.0,2.0,5,OTHER ACCIDENT,3
2016.0,2.0,5,PERSONAL INJURY ACCIDENT,4
2016.0,2.0,5,PROPERTY DAMAGE ACCIDENT,21
2016.0,2.0,5,RADIO SIGNAL,1
2016.0,2.0,5,REPORT-RELATED,2
2016.0,2.0,5,SIMPLE ASSAULT,3
2016.0,2.0,6,AGGRAVATED ASSAULT,1
2016.0,2.0,6,ANIMAL COMPLAINT,3
2016.0,2.0,6,CITY ORDINANCES,1
2016.0,2.0,6,CRIMES AGAINST THE PUBLIC,1
2016.0,2.0,6,DRIVING LAWS,5
2016.0,2.0,6,FOUND PERSON/PROPERTY,4
2016.0,2.0,6,FRAUD/EMBEZZLEMENT/EXTORTION,1
2016.0,2.0,6,JUDICIAL OFFENSES,1
2016.0,2.0,6,LARCENY,9
2016.0,2.0,6,MISCCRIMES AGAINST PROPERTY,5
2016.0,2.0,6,MISCMANAGEMENT INFO.,7
2016.0,2.0,6,MISSING PERSON/PROPERTY,4
2016.0,2.0,6,MOTOR VEHICLE THEFT,3
2016.0,2.0,6,PERSONAL INJURY ACCIDENT,4
2016.0,2.0,6,PROPERTY DAMAGE ACCIDENT,10
2016.0,2.0,6,RADIO SIGNAL,3
2016.0,2.0,6,ROBBERY,1
2016.0,2.0,6,SIMPLE ASSAULT,3
2016.0,2.0,6,WEAPONS OFFENSES,1
2016.0,2.0,7,ANIMAL COMPLAINT,1
2016.0,2.0,7,BURGLARY,2
2016.0,2.0,7,CARE FOR SICK,1
2016.0,2.0,7,CRIMES AGAINST THE PUBLIC,5
2016.0,2.0,7,DRIVING LAWS,1
2016.0,2.0,7,FORGERY/COUNTERFEITING,1
2016.0,2.0,7,FOUND PERSON/PROPERTY,2
2016.0,2.0,7,JUDICIAL OFFENSES,1
2016.0,2.0,7,LARCENY,8
2016.0,2.0,7,MENTAL CASE,1
2016.0,2.0,7,MISCCRIMES AGAINST PROPERTY,2
2016.0,2.0,7,MISCWANTS,3
2016.0,2.0,7,MOTOR VEHICLE LAWS,1
2016.0,2.0,7,MOTOR VEHICLE THEFT,1
2016.0,2.0,7,OTHER ACCIDENT,1
2016.0,2.0,7,PERSONAL INJURY ACCIDENT,2
2016.0,2.0,7,PROPERTY DAMAGE ACCIDENT,4
2016.0,2.0,7,REPORT-RELATED,1
2016.0,2.0,7,SIMPLE ASSAULT,2
2016.0,2.0,8,AGGRAVATED ASSAULT,4
2016.0,2.0,8,ANIMAL COMPLAINT,5
2016.0,2.0,8,BURGLARY,1
2016.0,2.0,8,CITY ORDINANCES,1
2016.0,2.0,8,CRIMES AGAINST THE PUBLIC,6
2016.0,2.0,8,DRIVING LAWS,3
2016.0,2.0,8,DRUG OFFENSES,1
2016.0,2.0,8,FAMILY OFFENSES,1
2016.0,2.0,8,FOUND PERSON/PROPERTY,2
2016.0,2.0,8,JUDICIAL OFFENSES,1
2016.0,2.0,8,LANDLORD-TENANT,1
2016.0,2.0,8,LARCENY,2
2016.0,2.0,8,MISCCRIMES AGAINST PROPERTY,4
2016.0,2.0,8,MISCMANAGEMENT INFO.,5
2016.0,2.0,8,MISCWANTS,6
2016.0,2.0,8,MISSING PERSON/PROPERTY,1
2016.0,2.0,8,NON-INVOLVED ACCIDENT,2
2016.0,2.0,8,OTHER ACCIDENT,6
2016.0,2.0,8,PERSONAL INJURY ACCIDENT,6
2016.0,2.0,8,PROPERTY DAMAGE ACCIDENT,24
2016.0,2.0,8,RADIO SIGNAL,2
2016.0,2.0,8,REPORT-RELATED,3
2016.0,2.0,8,ROBBERY,1
2016.0,2.0,8,SHOTS FIRED,1
2016.0,2.0,8,SIMPLE ASSAULT,2
2016.0,2.0,8,SUDDEN DEATH,1
2016.0,2.0,8,SUICIDE,1
2016.0,2.0,9,AGGRAVATED ASSAULT,2
2016.0,2.0,9,ANIMAL COMPLAINT,7
2016.0,2.0,9,BURGLARY,3
2016.0,2.0,9,CARE FOR SICK,1
2016.0,2.0,9,CRIMES AGAINST THE PUBLIC,9
2016.0,2.0,9,DRIVING LAWS,5
2016.0,2.0,9,DRUG OFFENSES,2
2016.0,2.0,9,FOUND PERSON/PROPERTY,1
2016.0,2.0,9,JUDICIAL OFFENSES,1
2016.0,2.0,9,LARCENY,4
2016.0,2.0,9,MISCCRIMES AGAINST PROPERTY,2
2016.0,2.0,9,MISCMANAGEMENT INFO.,8
2016.0,2.0,9,MISCWANTS,1
2016.0,2.0,9,MISSING PERSON/PROPERTY,5
2016.0,2.0,9,MOTOR VEHICLE LAWS,3
2016.0,2.0,9,NON-INVOLVED ACCIDENT,2
2016.0,2.0,9,OTHER ACCIDENT,2
2016.0,2.0,9,PERSONAL INJURY ACCIDENT,3
2016.0,2.0,9,PROPERTY DAMAGE ACCIDENT,11
2016.0,2.0,9,PUBLIC DRUNKENNESS,1
2016.0,2.0,9,ROBBERY,1
2016.0,2.0,9,SHOTS FIRED,1
2016.0,2.0,9,SIMPLE ASSAULT,8
2016.0,2.0,9,SUICIDE,1
2016.0,2.0,10,AGGRAVATED ASSAULT,1
2016.0,2.0,10,ANIMAL COMPLAINT,8
2016.0,2.0,10,BURGLARY,5
2016.0,2.0,10,CRIMES AGAINST THE PUBLIC,13
2016.0,2.0,10,DRIVING LAWS,4
2016.0,2.0,10,DRUG OFFENSES,2
2016.0,2.0,10,FIRE-RELATED,1
2016.0,2.0,10,FOUND PERSON/PROPERTY,8
2016.0,2.0,10,FRAUD/EMBEZZLEMENT/EXTORTION,1
2016.0,2.0,10,JUDICIAL OFFENSES,3
2016.0,2.0,10,LARCENY,8
2016.0,2.0,10,MENTAL CASE,2
2016.0,2.0,10,MISCCRIMES AGAINST PROPERTY,8
2016.0,2.0,10,MISCMANAGEMENT INFO.,7
2016.0,2.0,10,MISCWANTS,2
2016.0,2.0,10,MISSING PERSON/PROPERTY,3
2016.0,2.0,10,MOTOR VEHICLE LAWS,2
2016.0,2.0,10,MOTOR VEHICLE THEFT,1
2016.0,2.0,10,NON-INVOLVED ACCIDENT,1
2016.0,2.0,10,PERSONAL INJURY ACCIDENT,1
2016.0,2.0,10,PROPERTY DAMAGE ACCIDENT,14
2016.0,2.0,10,PUBLIC DRUNKENNESS,2
2016.0,2.0,10,RADIO SIGNAL,1
2016.0,2.0,10,REPORT-RELATED,2
2016.0,2.0,10,ROBBERY,3
2016.0,2.0,10,SHOTS FIRED,2
2016.0,2.0,10,SIMPLE ASSAULT,5
2016.0,2.0,11,AGGRAVATED ASSAULT,1
2016.0,2.0,11,ANIMAL COMPLAINT,11
2016.0,2.0,11,BURGLARY,2
2016.0,2.0,11,CRIMES AGAINST THE PUBLIC,10
2016.0,2.0,11,DRIVING LAWS,4
2016.0,2.0,11,DRUNK DRIVING,2
2016.0,2.0,11,FIRE-RELATED,2
2016.0,2.0,11,FOUND PERSON/PROPERTY,1
2016.0,2.0,11,LANDLORD-TENANT,1
2016.0,2.0,11,LARCENY,5
2016.0,2.0,11,MENTAL CASE,1
2016.0,2.0,11,MISCCRIMES AGAINST PROPERTY,2
2016.0,2.0,11,MISCMANAGEMENT INFO.,4
2016.0,2.0,11,MISCWANTS,4
2016.0,2.0,11,MISSING PERSON/PROPERTY,2
2016.0,2.0,11,MOTOR VEHICLE LAWS,4
2016.0,2.0,11,OTHER ACCIDENT,1
2016.0,2.0,11,PERSONAL INJURY ACCIDENT,4
2016.0,2.0,11,PROPERTY DAMAGE ACCIDENT,11
2016.0,2.0,11,RADIO SIGNAL,2
2016.0,2.0,11,REPORT-RELATED,2
2016.0,2.0,11,ROBBERY,1
2016.0,2.0,11,SIMPLE ASSAULT,3
2016.0,2.0,11,SUDDEN DEATH,1
2016.0,2.0,12,AGGRAVATED ASSAULT,1
2016.0,2.0,12,ANIMAL COMPLAINT,1
2016.0,2.0,12,BURGLARY,1
2016.0,2.0,12,CRIMES AGAINST THE PUBLIC,4
2016.0,2.0,12,DRIVING LAWS,2
2016.0,2.0,12,DRUNK DRIVING,2
2016.0,2.0,12,FOUND PERSON/PROPERTY,2
2016.0,2.0,12,JUDICIAL OFFENSES,3
2016.0,2.0,12,LARCENY,8
2016.0,2.0,12,LIQUOR LAWS,1
2016.0,2.0,12,MENTAL CASE,2
2016.0,2.0,12,MISCCRIMES AGAINST PROPERTY,6
2016.0,2.0,12,MISCMANAGEMENT INFO.,4
2016.0,2.0,12,MISSING PERSON/PROPERTY,3
2016.0,2.0,12,MOTOR VEHICLE LAWS,6
2016.0,2.0,12,MOTOR VEHICLE THEFT,3
2016.0,2.0,12,NON-INVOLVED ACCIDENT,5
2016.0,2.0,12,OTHER ACCIDENT,1
2016.0,2.0,12,PERSONAL INJURY ACCIDENT,5
2016.0,2.0,12,PROPERTY DAMAGE ACCIDENT,17
2016.0,2.0,12,RADIO SIGNAL,1
2016.0,2.0,12,REPORT-RELATED,2
2016.0,2.0,12,ROBBERY,1
2016.0,2.0,12,SHOTS FIRED,1
2016.0,2.0,12,SIMPLE ASSAULT,5
